原表序号,名称,位置,收录状态,合并后编号,审核说明,免费/付费,是否可过夜,是否可用卡式炉,是否有厕所,是否可开车直达,特色亮点,清洗后描述,原表完整描述,笔记1,笔记1关联,笔记2,笔记2关联,笔记3,笔记3关联,笔记1点赞,笔记1收藏,笔记1评论,总互动量,实拍图1,图片1审核,实拍图2,图片2审核,实拍图3,图片3审核,实拍图4,图片4审核,实拍图5,图片5审核,实拍图6,图片6审核,实拍图7,图片7审核,实拍图8,图片8审核,实拍图9,图片9审核
11,燕燕推荐露营地,杭州,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、溪流、湖景、水库、可看日出、瀑布、可烧烤、可钓鱼,"燕燕推荐露营地。小众, 环境安静, 人少小众。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。","燕燕推荐露营地。小众, 环境安静, 人少小众。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。Tips: 徒步路线相对陡峭，注意安全，多人结伴出行！",https://www.xiaohongshu.com/explore/69d232ce000000001a034eac,地点关联待核,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/69bbdc4f000000002301edcf,地点关联待核,1269,1012,893,4695,https://img01.yzcdn.cn/upload_files/2026/09/14/lmn19CROEh2PlWle3QsjMMStpPk4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv9PvIUC1HXTuFdTHzMN4IBDcPSz.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lu6Xlh03czsl_OZ56CnOVM7sTCWO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqTOV30LpC99f7jBQYlNqjwo7zjT.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmej4hQC9s1I2exs8L69OBw6ove4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/Fi4XzaL-txWwORyWELDXJGxh66EY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/liieJRK1D4DJ3f-_xfgu-pZ8wkSm.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/luGWuZCIjj8mf-GXF4-NJfQwotNn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/li2p5zzxS2_grKrBBKhxm0g2dm2f.png,exclude
12,余杭吴山公园,杭州余杭,已合并,C037,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、可看星空、可烧烤、可野炊、可玩水、可皮划艇、适合亲子,"余杭吴山公园。野趣十足。可以烧烤, 可以玩水。","余杭吴山公园。野趣十足。可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/691dcb24000000001f0048a8,地点关联待核,https://www.xiaohongshu.com/explore/69a4f6d7000000000e03d053,地点关联待核,976,724,91,4479,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lnMf9Ft8YLlOJgYkPctemby4okd4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/llgWXpxgYZcKBcWd8bhu4c92NbMu.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FsS_2iGyzkxN9xW_hXDpOsvJPH25.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FpiaDq9uPy1uJIR1vIuj34TYAQN-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/06/29/Fh8t3V55fOB4uDKlS2-BjXWJ8YQT.png,exclude
13,野趣推荐的溪谷露营地,杭州周边（自驾1.1h）,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、溪流、湖景、水库、大草坪、草坪、可看日出、瀑布,"野趣推荐的溪谷露营地。小众, 环境安静, 人少小众。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。","野趣推荐的溪谷露营地。小众, 环境安静, 人少小众。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。Tips: 徒步路线相对陡峭，注意安全，多人结伴出行！",https://www.xiaohongshu.com/explore/69d232ce000000001a034eac,地点关联待核,https://www.xiaohongshu.com/explore/68be50f8000000001d007dc0,地点关联待核,https://www.xiaohongshu.com/explore/69bbdc4f000000002301edcf,地点关联待核,1269,1012,893,4318,https://img01.yzcdn.cn/upload_files/2026/09/22/ln0SU9aZNBCs90PkRqqpevfndS5O.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpsdMVePdLeUhAq6FPxa9m-LLUEQ.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lhDNLCoOlsmFDHWeIrTiJdfaM1IU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/llJo-gL1pQukGzjX6HhE_abc29Xj.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmn19CROEh2PlWle3QsjMMStpPk4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv9PvIUC1HXTuFdTHzMN4IBDcPSz.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lu6Xlh03czsl_OZ56CnOVM7sTCWO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqTOV30LpC99f7jBQYlNqjwo7zjT.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgjdkLeGlG16poQMTTeWVXavAvnf.png,exclude
14,杭钢公园,杭州拱墅区·杭钢公园,已合并,C155,同地点合并，逐字段采用通过检查的主数据,免费,未知,是,是,是,湖景、大草坪、可看日落、适合亲子、可带宠物,"杭钢公园。小众, 适合拍照, 环境安静。","杭钢公园，位于拱墅区白石路125号。小众, 适合拍照, 环境安静。Tips: 傍晚5-6点落日最美",https://www.xiaohongshu.com/explore/6a8817170000000016026c02,地点关联已检查,https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/69e837d1000000001a02bf5f,地点关联待核,1131,852,27,4253,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FnynkuddxG_c50OraubmxZhtvfdY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lu9MQCdLeWsbCoFP0tLK5oprRx5V.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrYxoE1en3dYSSNW7NSNs9_Dsr0z.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lqP_e1jT-LHapj4X8m6CslvaW1_7.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
15,杭钢公园隔壁免费公园,杭州杭钢公园隔壁（过一条马路）,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,未知,是,是,是,湖景、大草坪、可看日落、适合亲子、可带宠物,"杭钢公园隔壁免费公园。小众, 适合拍照, 环境安静。","杭钢公园隔壁免费公园，位于拱墅区白石路125号。小众, 适合拍照, 环境安静。Tips: 傍晚5-6点落日最美",https://www.xiaohongshu.com/explore/6a8817170000000016026c02,地点关联待核,https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/69e837d1000000001a02bf5f,地点关联待核,1131,852,27,4253,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FnynkuddxG_c50OraubmxZhtvfdY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lu9MQCdLeWsbCoFP0tLK5oprRx5V.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrYxoE1en3dYSSNW7NSNs9_Dsr0z.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lqP_e1jT-LHapj4X8m6CslvaW1_7.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
16,二刷营地,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、溪流、湖景、水库、大草坪、可看日出、瀑布、可烧烤,"二刷营地。小众, 适合拍照, 环境安静。可以烧烤, 可以溯溪, 可以玩桨板, 可以骑行。","二刷营地，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。小众, 适合拍照, 环境安静。可以烧烤, 可以溯溪, 可以玩桨板, 可以骑行。Tips: 徒步路线相对陡峭，注意安全，多人结伴出行！",https://www.xiaohongshu.com/explore/6867ae51000000001201743d,地点关联待核,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/69bbdc4f000000002301edcf,地点关联待核,1190,1368,153,4217,https://img01.yzcdn.cn/upload_files/2026/09/21/FpFdG59UBRnY96vYiogarkXyswoH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FkrUJmtySXu9ooQ7U2Fy-RIbljQX.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FvpAU1XUEfTXQjoMB4FZRKi3w_Lb.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/Fvv_Lj4TYyKvYauIHdsUeZKh42iI.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmn19CROEh2PlWle3QsjMMStpPk4.png,exclude
17,北湖草荡,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C033,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,大草坪、草坪、可烧烤、适合亲子,"北湖草荡。适合拍照。可以骑行, 可以烧烤。","北湖草荡，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以骑行, 可以烧烤。Tips: 滑草板建议自带！比现场买划算，记得给娃穿耐磨的裤子哦。",https://www.xiaohongshu.com/explore/69f4afb00000000038022bc3,地点关联待核,https://www.xiaohongshu.com/explore/691dcb24000000001f0048a8,地点关联待核,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,731,860,113,4158,https://img01.yzcdn.cn/upload_files/2026/09/14/lrAb9FvG6KVArOZGFwbwX-lUAr7k.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lhlAbayvzvY49a2nojJJGAQ9rERK.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lo6N1pehYTxOhQH2Gu5UlKKmWk4-.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lgydmjXpthWWj_E3DkXbD7qKmovY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lnMf9Ft8YLlOJgYkPctemby4okd4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/llgWXpxgYZcKBcWd8bhu4c92NbMu.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FsS_2iGyzkxN9xW_hXDpOsvJPH25.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FpiaDq9uPy1uJIR1vIuj34TYAQN-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude
18,钱塘江边宝藏露营地,杭州·钱塘江边,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,未知,是,是,是,草坪、可烧烤,"钱塘江边宝藏露营地。可以骑行, 可以烧烤。","钱塘江边宝藏露营地。可以骑行, 可以烧烤。Tips: 滑草板建议自带！比现场买划算，记得给娃穿耐磨的裤子哦。",https://www.xiaohongshu.com/explore/69f4afb00000000038022bc3,地点关联待核,https://www.xiaohongshu.com/explore/642273af0000000013036ab9,地点关联待核,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,737,865,114,4158,,,,,,,,,,,,,,,,,,
19,宣王桥,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C028,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,大草坪、可看日落、树林、可烧烤、可玩水,"宣王桥。适合拍照, 环境安静。可以烧烤, 可以玩水。","宣王桥，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照, 环境安静。可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/6442b46d000000001203e687,地点关联待核,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/6a435fa6000000000d00bc00,地点关联待核,2872,0,0,4084,https://img01.yzcdn.cn/upload_files/2026/07/01/FnRPkEpuBX1VKQtvd5vk37dkLquQ.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/01/Fh40Hu70VSTwF9BoNHkpVosoNh1s.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/01/ln33BCg08WhoJ8wtRa9mpY1e7hGj.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/01/FpUBQNM8g3u5XuXc_7vZ3sIqdCBD.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FsmQfWdpFsvz_314atDOhogKzEvv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/Fizta7xK9Qn8gneve2fE4KjLTKlv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FuerBA8te1LLyGaVsK5WO6O_l7JM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/Fm3vMla8QRZ_1AarB4Lwwb7Kfdoy.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/01/FlomHqLDoX0GabNvy6hfhnr7GHhC.png,exclude
20,杭州溯溪露营地,杭州,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,未知,溪水、湖景、山顶、可看星空、可看日落、可烧烤、可玩水、可溯溪,"杭州溯溪露营地。可以游泳, 可以捞鱼, 可以烧烤, 可以溯溪。","杭州溯溪露营地。可以游泳, 可以捞鱼, 可以烧烤, 可以溯溪。Tips: 浅滩玩水务必看好小朋友，带走所有垃圾无痕露营",https://www.xiaohongshu.com/explore/6a64490f000000000a0391f2,地点关联待核,https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联待核,https://www.xiaohongshu.com/explore/689db9e5000000001b0228c7,地点关联待核,669,716,243,4081,https://img01.yzcdn.cn/upload_files/2026/09/14/llX9wEQhLWVacceohzAFdc9wizkF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ljr1wWKg60nvUKT8yLqhE4NrJKYH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lgToDzhVm_c4CVf7vRYSQk0RAtqS.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmMX5Evgg5ln3QatDehytVrGA0hr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/06/29/Fs2mtEfk7nyVGdjxAnNV7MXDPjPr.png,exclude
21,北支江公园,杭州富阳·富春江边,已合并,C062,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、可烧烤、可钓鱼、适合亲子、可带宠物,"北支江公园。适合拍照, 环境安静。可以骑行, 可以钓鱼, 可以烧烤。","北支江公园。适合拍照, 环境安静。可以骑行, 可以钓鱼, 可以烧烤",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/6a78611f0000000022031cd4,地点关联待核,https://www.xiaohongshu.com/explore/69eb5c7d000000002202b4ea,地点关联待核,976,724,91,4050,https://img01.yzcdn.cn/upload_files/2026/09/21/FkdvfXVx-rVM1B_l9qlVBLR7TYgw.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FqZFCLauWzUESKaUInM29_vFukD_.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/Fhdy2iXtouCO2HXlAxLEQ5cgmjew.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FrxLfOJUmwXiCOlcuhjNdVX9EiAa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lubkXkQ1XWBbeORwpreF4kFcRPi-.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lk---a3WPm-wehdKaJo0fdPrDZOM.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/lkgpVK_wZs1ApPRhkvtlWXdy1Ge6.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/ljnzhBYG-9aeRo7oKcQvycYlYHDV.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/21/Fm5wUmo9gvw2Pp38PmfQjZzv6vlv.png,exclude
22,太湖源·指南慈境,杭州临安·太湖源,待核,,来源主要为游览、徒步、溯溪或农场介绍，未能定位有独立露营依据的营位；本次暂缓展示，待补充地点与露营证据。,付费,是,是,未知,是,湖景、大草坪、沙滩、可烧烤、可野炊、可带宠物,太湖源·指南慈境。野趣十足。可以烧烤。,太湖源·指南慈境。野趣十足。可以烧烤。Tips: 营地路面为石子铺建，建议您携带使用30cm以上钢钉搭建帐篷。,https://www.xiaohongshu.com/explore/64e96ed3000000001701bd5a,地点关联待核,https://www.xiaohongshu.com/explore/610f5547000000002103927f,地点关联待核,https://www.xiaohongshu.com/explore/69f4aa37000000001b02162f,地点关联待核,1302,1316,96,4010,https://img01.yzcdn.cn/upload_files/2026/07/16/FkTaSGoXyOaADjivmRQsthls904D.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/16/FnGLIKg9NUGA5lF_3xzTZGF8-xOU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/16/FqgE4cvJp35uJtq9yae1wXNpGpWW.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/16/FrYE2xgTuSpUza8fxvicm6rKzZHf.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqHk2hiJrl9q0mrsVQYC-SyMj09d.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/ljqqpys7GT_lyaNym0oxTNII1Ywo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loEmS3fK04g-zJE7Vuxyp1nnkwOo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnv2aUPVcAzNOBcMaqOESMnPveSi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/07/16/FjALDPMhgxlzU1H6OESnbGvwRo__.png,exclude
23,杭州周边9个封神级露营地（图片合集）,杭州周边,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、湖景、水库、大草坪、山顶、可看星空、可看日落、可烧烤,"杭州周边9个封神级露营地（图片合集）。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。","杭州周边9个封神级露营地（图片合集）。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。Tips: 1⃣可以免费停车，草坪旁边就是停车场，很方便。",https://www.xiaohongshu.com/explore/6a64490f000000000a0391f2,地点关联待核,https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联待核,https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,669,716,243,3977,https://img01.yzcdn.cn/upload_files/2026/09/14/llX9wEQhLWVacceohzAFdc9wizkF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ljr1wWKg60nvUKT8yLqhE4NrJKYH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lgToDzhVm_c4CVf7vRYSQk0RAtqS.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmMX5Evgg5ln3QatDehytVrGA0hr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude
24,杭州近郊桨板河边露营地,杭州近郊,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、湖景、水库、大草坪、山顶、可看星空、可看日落、可烧烤,"杭州近郊桨板河边露营地。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。","杭州近郊桨板河边露营地。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。Tips: 1⃣可以免费停车，草坪旁边就是停车场，很方便。",https://www.xiaohongshu.com/explore/6a64490f000000000a0391f2,地点关联待核,https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联待核,https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,669,716,243,3977,https://img01.yzcdn.cn/upload_files/2026/09/14/llX9wEQhLWVacceohzAFdc9wizkF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ljr1wWKg60nvUKT8yLqhE4NrJKYH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lgToDzhVm_c4CVf7vRYSQk0RAtqS.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmMX5Evgg5ln3QatDehytVrGA0hr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude
25,杭州SUV直达露营玩水地,杭州周边（具体地点笔记图片中标注）,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、湖景、水库、大草坪、山顶、可看星空、可看日落、可烧烤,"杭州SUV直达露营玩水地。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。","杭州SUV直达露营玩水地。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。Tips: 1⃣可以免费停车，草坪旁边就是停车场，很方便。",https://www.xiaohongshu.com/explore/6a64490f000000000a0391f2,地点关联待核,https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联待核,https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,669,716,243,3977,https://img01.yzcdn.cn/upload_files/2026/09/14/llX9wEQhLWVacceohzAFdc9wizkF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ljr1wWKg60nvUKT8yLqhE4NrJKYH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lgToDzhVm_c4CVf7vRYSQk0RAtqS.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmMX5Evgg5ln3QatDehytVrGA0hr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude
